Complaint Type,Date,Time,Latitude,Longitude,Descriptor,Borough
Noise - Street/Sidewalk,9/23/2019,20:11:29,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Park,9/23/2019,21:36:59,40.59567167,-73.98506021,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,8:43:27,40.82536398,-73.93612502,Loud Talking,Manhattan
Noise - Residential,10/19/2019,23:55:43,40.63728917,-73.95641375,Banging/Pounding,Brooklyn
Noise - Vehicle,9/23/2019,5:57:30,40.80071949,-73.97117336,Car/Truck Horn,Manhattan
Noise - Commercial,9/22/2019,21:21:34,40.66193239,-73.94491044,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,16:37:21,40.8315271,-73.92886303,Loud Talking,Bronx
Noise - Residential,9/22/2019,22:01:48,40.77033307,-73.91997134,Loud Music/Party,Queens
Noise - Vehicle,9/23/2019,21:21:32,40.65968803,-73.93124128,Car/Truck Music,Brooklyn
Noise - Residential,9/22/2019,21:55:25,40.71359919,-73.77786553,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,18:25:01,40.67587063,-73.80098489,Loud Music/Party,Queens
Noise - Vehicle,9/23/2019,13:01:40,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,23:14:30,40.62138183,-73.92685724,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,9:04:13,40.72195913,-73.80969682,Engine Idling,Queens
Noise - Residential,9/23/2019,7:45:05,40.72777693,-73.85406175,Banging/Pounding,Queens
Noise - Residential,9/22/2019,14:02:30,40.86225027,-73.92291562,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,12:15:06,40.7367755,-73.76248841,Banging/Pounding,Queens
Noise - Residential,9/23/2019,7:13:17,40.85379696,-73.90500327,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,18:16:58,40.71136535,-73.95690276,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,18:44:43,40.6542813,-73.96180501,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,21:42:47,40.72805766,-73.86597467,Car/Truck Music,Queens
Noise - Residential,9/24/2019,0:42:53,40.73236867,-73.90012129,Banging/Pounding,Queens
Noise - Street/Sidewalk,10/13/2019,7:06:24,40.86896094,-73.93141538,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,23:09:06,40.82197847,-73.93884168,Car/Truck Music,Manhattan
Noise - Commercial,9/22/2019,13:20:54,40.84192777,-73.91790104,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,0:39:04,40.79834699,-73.96721948,Loud Music/Party,Manhattan
Noise - Residential,11/16/2019,4:32:40,40.83609595,-73.91141057,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,12:01:07,40.80588656,-73.94505499,Car/Truck Horn,Manhattan
Noise - Vehicle,10/25/2019,20:15:16,40.80063247,-73.95629957,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,17:46:57,40.87964854,-73.86097165,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,20:59:57,40.83747911,-73.90769363,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,12:43:03,40.6479491,-73.96184107,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:51:48,40.82409955,-73.94890966,Loud Music/Party,Manhattan
Noise - Vehicle,11/13/2019,11:42:39,40.70169981,-73.94167497,Car/Truck Music,Brooklyn
Noise - Commercial,9/23/2019,4:17:21,40.82765568,-73.88609567,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,23:34:48,40.66740376,-73.87080067,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:05:14,40.65238862,-73.96566585,Loud Music/Party,Brooklyn
Noise - Park,9/22/2019,20:32:33,40.76388598,-73.82574225,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,19:35:40,40.86998761,-73.89511297,Loud Music/Party,Bronx
Noise - Residential,11/22/2019,23:00:51,40.61170365,-73.98236617,Loud Talking,Brooklyn
Noise - Vehicle,9/23/2019,8:05:37,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Vehicle,9/23/2019,7:59:27,40.77705042,-73.97796074,Car/Truck Horn,Manhattan
Noise - Residential,9/22/2019,21:36:17,40.88797508,-73.85580773,Banging/Pounding,Bronx
Noise - Park,9/22/2019,22:42:21,40.8710471,-73.89821721,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,19:43:38,40.71136535,-73.95690276,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:20:58,40.60558657,-73.95575379,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,21:27:41,40.8719757,-73.88736483,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,0:58:20,40.82399258,-73.94906511,Loud Talking,Manhattan
Noise - Residential,9/23/2019,11:28:44,40.61488453,-73.98033028,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,12:28:06,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:59:57,40.87378956,-73.90526036,Loud Music/Party,Bronx
Noise - Vehicle,10/19/2019,6:05:32,40.66449344,-73.97832234,Car/Truck Music,Brooklyn
Noise - Residential,9/24/2019,1:50:28,40.84754647,-73.9356483,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,21:35:16,40.83309826,-73.94065275,Loud Talking,Manhattan
Noise - Residential,9/22/2019,21:36:05,40.72148855,-73.95833205,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,17:06:24,40.72014565,-74.0018182,Loud Talking,Manhattan
Noise - Commercial,9/22/2019,18:18:43,40.63098847,-74.1021192,Loud Music/Party,Staten Island
Noise - Residential,9/23/2019,23:59:28,40.66317691,-73.88652793,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,20:10:34,40.65697061,-73.89482077,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,16:14:57,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:35:36,40.68425084,-73.86568773,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,21:55:39,40.65780697,-73.95094723,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,17:05:19,40.68257814,-73.83524613,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,20:04:55,40.68318496,-73.94443498,Loud Music/Party,Brooklyn
Noise - Residential,10/25/2019,20:52:58,40.65535593,-73.95106436,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,20:56:34,40.66170194,-73.8971093,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,21:46:20,40.86304898,-73.92291469,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,9/23/2019,17:24:41,40.66957638,-73.9573335,Loud Music/Party,Brooklyn
Noise - Vehicle,11/19/2019,10:24:44,40.78355529,-73.97715695,Engine Idling,Manhattan
Noise - Residential,9/22/2019,22:27:25,40.75652327,-73.82309407,Banging/Pounding,Queens
Noise - Residential,9/23/2019,16:56:43,40.66812482,-73.95148756,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,18:42:01,40.75226074,-73.86820704,Loud Music/Party,Queens
Noise - Residential,10/13/2019,19:13:04,40.63825058,-73.94530471,Banging/Pounding,Brooklyn
Noise - Commercial,9/24/2019,2:11:07,40.73875786,-74.00019486,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,18:34:20,40.81975611,-73.91810182,Car/Truck Music,Bronx
Noise - Commercial,9/22/2019,21:01:40,40.69420347,-73.92661507,Banging/Pounding,Brooklyn
Noise - Commercial,9/22/2019,23:45:55,40.62042127,-73.9270456,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,17:12:09,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,1:19:23,40.6791673,-73.79794296,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,18:52:40,40.75173065,-73.86790491,Loud Music/Party,Queens
Noise - Residential,9/23/2019,9:23:06,40.68257531,-73.99919958,Loud Talking,Brooklyn
Noise - Commercial,9/22/2019,19:45:39,40.85100043,-73.89584053,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,19:46:30,40.65222953,-73.95774463,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,21:45:29,40.6885006,-73.93718644,Loud Television,Brooklyn
Noise - Street/Sidewalk,9/23/2019,16:45:42,40.85771746,-73.89977037,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,16:56:43,40.66812482,-73.95148756,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,21:47:01,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Residential,10/27/2019,23:23:39,40.60864272,-73.96754673,Loud Television,Brooklyn
Noise - Residential,9/23/2019,1:05:09,40.86797313,-73.92315846,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,20:03:08,40.68737164,-73.78590365,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,22:16:03,40.67256079,-73.9222264,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,20:36:14,40.72206172,-73.9758396,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,19:52:37,40.66271735,-73.94480887,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:03:15,40.83401238,-73.94090128,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,0:16:35,40.84020961,-73.91416985,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,7:26:26,40.79698218,-73.93370352,Loud Talking,Manhattan
Noise - Residential,10/18/2019,22:58:00,40.70220682,-73.76599455,Loud Music/Party,Queens
Noise - Commercial,9/23/2019,8:06:38,40.73147654,-73.95784592,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,23:15:20,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Residential,9/23/2019,9:43:27,40.81862963,-73.94367157,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,20:58:32,40.70399608,-73.93452815,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,12:16:51,40.65251652,-73.92350392,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,20:10:34,40.65697061,-73.89482077,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,20:18:07,40.64037763,-74.09665665,Loud Music/Party,Staten Island
Noise - Commercial,9/23/2019,16:11:54,40.85495848,-73.86668774,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,13:01:14,40.69460843,-73.92898027,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,18:36:50,40.76325158,-73.99036885,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,7:27:41,40.84669101,-73.91571929,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,1:19:23,40.6791673,-73.79794296,Loud Music/Party,Queens
Noise - Commercial,9/22/2019,19:28:45,40.66193239,-73.94491044,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:00:46,40.68551158,-73.93725055,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,0:24:20,40.60796771,-73.98069607,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,2:11:00,40.70992008,-73.94672477,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:27:11,40.84563723,-73.93271168,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,17:35:23,40.63321688,-74.09283447,Loud Music/Party,Staten Island
Noise - Residential,9/22/2019,12:29:00,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,1:22:41,40.84776077,-73.91116732,Car/Truck Horn,Bronx
Noise - Street/Sidewalk,9/22/2019,14:53:12,40.77383211,-73.98609254,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,12:27:31,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,20:19:19,40.66188055,-73.94556648,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,22:38:13,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,22:10:02,40.63681197,-74.1586346,Loud Music/Party,Staten Island
Noise - Street/Sidewalk,9/22/2019,23:04:39,40.67041098,-73.92539037,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,10/26/2019,3:27:27,40.65400132,-73.92754948,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,23:20:51,40.84247417,-73.93550503,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,21:27:09,40.79875679,-73.95365696,Banging/Pounding,Manhattan
Noise - Vehicle,9/23/2019,12:23:54,40.66940822,-73.99023821,Car/Truck Horn,Brooklyn
Noise - Residential,9/23/2019,0:30:24,40.71329623,-73.98298137,Loud Music/Party,Manhattan
Noise - Helicopter,9/22/2019,22:30:23,40.72195913,-73.80969682,Other,Queens
Noise - Street/Sidewalk,9/22/2019,22:41:24,40.85320925,-73.92718067,Loud Music/Party,Manhattan
Noise - Vehicle,10/27/2019,3:12:34,40.86910101,-73.93157071,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,10/20/2019,2:29:21,40.74080318,-73.8297938,Loud Music/Party,Queens
Noise - Residential,9/23/2019,7:42:15,40.69058792,-73.9581314,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:13:41,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:52:01,40.84401825,-73.90583406,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,18:11:15,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,23:19:05,40.67878236,-73.87718165,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:47:41,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Commercial,11/17/2019,13:59:17,40.7742821,-73.90806646,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,22:46:19,40.59599554,-73.74218707,Loud Talking,Queens
Noise - Residential,9/22/2019,12:32:40,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:18:34,40.83484742,-73.9049183,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,15:31:40,40.84292598,-73.90942089,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,9:46:46,40.79611992,-73.93787584,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,13:03:22,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Vehicle,9/23/2019,8:19:41,40.72195913,-73.80969682,Engine Idling,Queens
Noise - Residential,9/23/2019,18:46:55,40.61746405,-73.91360979,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:55:22,40.87828005,-73.90218026,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,1:56:32,40.69231897,-73.94322295,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,1:17:36,40.81823824,-73.85414156,Loud Music/Party,Bronx
Noise - Commercial,9/24/2019,1:41:38,40.67892152,-73.89582809,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,0:26:35,40.82101033,-73.89737604,Car/Truck Music,Bronx
Noise - Residential,9/22/2019,17:45:24,40.69532814,-73.79155427,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,21:42:29,40.67029602,-73.92588436,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:33:27,40.80133264,-73.9501877,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,22:41:31,40.73046526,-73.79690704,Loud Music/Party,Queens
Noise - Residential,9/23/2019,16:41:37,40.67181451,-73.75703476,Banging/Pounding,Queens
Noise - Residential,10/12/2019,23:57:58,40.67064683,-73.95044032,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:06:34,40.84059137,-73.92225765,Banging/Pounding,Bronx
Noise - Commercial,9/24/2019,0:10:51,40.72959583,-74.00282511,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,15:10:18,40.87730746,-73.88616249,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,19:29:08,40.87907437,-73.87239633,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,19:45:04,40.57808888,-73.9723854,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,12:35:18,40.72238703,-73.80952604,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,23:45:08,40.66853904,-73.89694736,Loud Music/Party,Brooklyn
Noise - Commercial,9/24/2019,0:40:30,40.67457993,-73.95006607,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,19:30:35,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Residential,9/23/2019,22:11:54,40.69022278,-73.96623774,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/24/2019,2:02:31,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Park,9/22/2019,16:56:35,40.88310723,-73.88095581,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,19:35:24,40.80444923,-73.95336042,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,13:25:29,40.8314473,-73.92016162,Loud Music/Party,Bronx
Noise - Park,9/23/2019,13:39:52,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:41:56,40.60494023,-73.95247342,Loud Music/Party,Brooklyn
Noise - Commercial,9/22/2019,22:53:09,40.57352965,-73.98744811,Car/Truck Music,Brooklyn
Noise - Vehicle,9/23/2019,15:32:33,40.68318496,-73.94443498,Car/Truck Music,Brooklyn
Noise - Residential,11/12/2019,16:05:49,40.88797508,-73.85580773,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,21:34:54,40.90139183,-73.86550577,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,13:37:00,40.73177388,-73.96040031,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,15:43:58,40.85567264,-73.92941921,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,20:23:36,40.66902264,-73.89753058,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,20:42:58,40.68130323,-73.941289,Loud Talking,Brooklyn
Noise - Commercial,9/22/2019,21:33:09,40.57599013,-74.08266121,Loud Music/Party,Staten Island
Noise - Vehicle,9/23/2019,10:20:56,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,20:30:00,40.63093704,-74.01283649,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,12:51:18,40.6479491,-73.96184107,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,20:14:07,40.86180833,-73.9270628,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,20:55:44,40.63963678,-73.94547653,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,12:56:52,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,23:51:24,40.83160782,-73.92627562,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,23:54:36,40.74913525,-73.88703115,Loud Music/Party,Queens
Noise - Residential,11/5/2019,19:05:58,40.61488453,-73.98033028,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,20:12:17,40.70238426,-73.90930168,Banging/Pounding,Queens
Noise - Residential,9/22/2019,23:28:40,40.67941963,-73.80257507,Loud Music/Party,Queens
Noise - Residential,9/22/2019,22:13:15,40.65697061,-73.89482077,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:57:44,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,14:52:27,40.83549195,-73.92263945,Loud Music/Party,Bronx
Noise - Vehicle,9/22/2019,15:56:23,40.69950834,-73.9297865,Car/Truck Horn,Brooklyn
Noise - Residential,9/23/2019,13:25:15,40.67540419,-73.93050766,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/23/2019,0:16:38,40.8630572,-73.9228966,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,14:24:58,40.64267949,-73.98967639,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,21:09:39,40.74268834,-74.0003717,Loud Talking,Manhattan
Noise - Residential,10/29/2019,20:15:01,40.6584837,-73.88414271,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,18:16:18,40.80081212,-73.95250333,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,14:47:05,40.63445036,-74.11854297,Banging/Pounding,Staten Island
Noise - Street/Sidewalk,9/22/2019,21:03:56,40.83747911,-73.90769363,Loud Music/Party,Bronx
Noise - Street/Sidewalk,10/12/2019,15:29:35,40.67815146,-73.97842246,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,7:27:41,40.84669101,-73.91571929,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,23:14:48,40.72551823,-73.98034813,Loud Talking,Manhattan
Noise - Residential,10/13/2019,1:41:57,40.61522295,-74.01422379,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:15:06,40.7367755,-73.76248841,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/23/2019,18:58:53,40.82465066,-73.941896,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,23:44:49,40.66544335,-73.95190404,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,1:59:49,40.65402232,-73.95190867,Banging/Pounding,Brooklyn
Noise - Vehicle,10/27/2019,7:31:01,40.79786677,-73.9675809,Engine Idling,Manhattan
Noise - Residential,9/22/2019,14:11:11,40.84771071,-73.89117941,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,20:58:30,40.7024613,-73.76560775,Loud Music/Party,Queens
Noise - Helicopter,9/22/2019,22:05:00,40.72195913,-73.80969682,Other,Queens
Noise - Commercial,10/13/2019,17:18:48,40.86915737,-73.91707199,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,23:58:16,40.72032827,-73.80776061,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/23/2019,23:44:49,40.66544335,-73.95190404,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,7:08:15,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,19:31:49,40.62158349,-74.00187675,Banging/Pounding,Brooklyn
Noise - Vehicle,9/23/2019,0:29:20,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Commercial,10/19/2019,0:41:40,40.70400799,-73.91876699,Loud Music/Party,Brooklyn
Noise - Residential,9/24/2019,0:47:33,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,11/25/2019,20:35:58,40.65002993,-73.94849879,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,17:26:37,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,11/24/2019,2:18:17,40.72147482,-73.97823166,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,19:41:26,40.81452987,-73.86521889,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,20:20:23,40.82728576,-73.88954706,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,13:41:03,40.680844,-73.94512196,Loud Talking,Brooklyn
